year,annual-precipitations
1987,969
1988,888
1989,972
1990,335
1991,743
1992,634
1993,773
1994,319
1995,954
1996,822
1997,832
1998,959
1999,958
2000,826
2001,1081
2002,1230
2003,715
2004,1208
2005,1217
2006,973
2007,1155
2008,1085
2009,1021
2010,1262
2011,736
2012,1050
2013,1361
2014,1805
2015,1229
2016,1217
