year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,0.3,14.9,20.7,7.2
1988,5.4,15.4,20.6,6.1
1989,4.3,14.9,19.3,6.1
1990,6.1,15.6,18.9,7.4
1991,2.1,13.5,19.7,4.9
1992,3.8,15.5,20.6,5.9
1993,2.3,16.2,19.3,5.5
1994,5.9,15.4,21.4,7.0
1995,4.1,14.9,19.1,5.8
1996,-0.2,16.1,17.6,6.5
1997,3.6,15.1,19.5,6.5
1998,5.2,16.4,19.8,4.6
1999,3.8,16.4,20.1,5.4
2000,3.8,17.1,19.9,9.6
2001,6.3,15.6,19.8,5.9
2002,5.2,15.8,19.2,7.7
2003,1.3,17.0,20.6,6.3
2004,2.4,14.5,19.1,7.5
2005,1.0,15.3,19.0,6.4
2006,1.8,15.7,19.8,8.7
2007,7.3,17.6,19.6,5.3
2008,4.8,16.3,19.4,8.0
2009,2.9,17.1,20.9,7.7
2010,2.7,15.7,19.5,6.1
2011,3.6,16.4,21.3,6.0
2012,2.9,16.5,21.1,7.8
2013,2.3,15.9,20.3,7.9
2014,6.9,16.1,19.3,9.4
2015,4.1,16.3,21.2,7.5
2016,5.3,16.1,20.6,6.0
