year,annual-frozen-days
1987,88
1988,73
1989,77
1990,65
1991,88
1992,88
1993,97
1994,55
1995,90
1996,101
1997,92
1998,85
1999,91
2000,73
2001,76
2002,72
2003,106
2004,91
2005,109
2006,86
2007,71
2008,70
2009,75
2010,87
2011,90
2012,84
2013,80
2014,31
2015,70
2016,76
