year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,785,773,-211,-454,111,13.3,4893,107,22.5,51
1988,942,656,83,-243,264,11.1,4119,50,18.3,69
1989,829,679,-72,-313,149,11.9,4441,69,19.4,59
1990,943,702,28,-395,271,11.8,4369,62,18.4,68
1991,1076,764,50,-289,266,11.7,4330,92,20.9,78
1992,822,714,-100,-337,202,11.6,4301,83,20.5,81
1993,898,837,-215,-588,114,12.6,4640,88,20.6,60
1994,808,789,-242,-352,125,12.2,4498,87,19.8,53
1995,584,663,-294,-394,85,11.6,4288,55,19.1,62
1996,796,798,-269,-583,271,12.1,4568,95,19.4,67
1997,700,770,-322,-418,112,12.0,4433,95,20.5,66
1998,808,689,-106,-430,323,12.3,4516,78,18.8,54
1999,800,801,-286,-373,97,11.6,4359,103,20.4,75
2000,925,741,-74,-249,72,11.4,4214,53,18.9,53
2001,973,710,63,-340,291,12.1,4463,82,19.1,52
2002,915,718,-14,-444,272,11.9,4373,75,19.5,60
2003,761,731,-187,-346,85,12.3,4521,83,19.8,56
2004,699,736,-262,-406,210,12.1,4480,87,18.9,51
2005,859,649,1,-231,227,10.8,4077,45,17.7,74
2006,741,653,-123,-262,39,11.7,4338,60,18.5,52
2007,1020,644,146,-194,233,11.5,4252,50,19.0,56
2008,776,682,-102,-329,139,11.1,4187,84,19.8,95
2009,930,711,6,-261,174,12.5,4560,80,19.7,48
2010,813,758,-145,-428,222,11.5,4327,105,20.8,96
2011,783,706,-114,-417,232,11.4,4210,73,18.5,58
2012,851,752,-113,-375,211,12.8,4742,112,21.8,62
2013,899,739,-39,-347,168,11.9,4387,90,21.7,74
2014,950,680,59,-242,227,11.3,4250,75,19.2,77
2015,693,735,-255,-438,113,12.5,4608,89,21.1,61
2016,717,779,-269,-399,94,12.7,4661,105,21.2,76
2016
2017,921,729,-32,-204,124,13.0,4840,101,20.3,60
2018,991,732,49,-346,260,12.6,4639,94,20.1,62
2019,977,718,37,-367,278,13.3,4880,94,21.2,41
2020,817,784,-206,-574,292,14.0,5117,122,22.6,51
2021,884,797,-175,-356,148,12.8,4679,93,20.9,40
2022,942,668,54,-311,116,12.2,4446,70,19.0,36
2023,800,791,-270,-417,85,12.7,4691,94,21.1,49
2024,1022,764,17,-396,287,11.0,4085,71,19.6,89
2025,721,687,-158,-410,156,11.5,4263,83,20.0,63
2026,1100,767,68,-251,186,12.0,4415,75,19.8,74
2027,824,771,-229,-412,131,13.2,4807,82,19.8,42
2028,756,738,-198,-472,107,12.8,4725,111,20.9,54
2029,887,811,-204,-308,51,12.2,4502,85,20.4,71
2030,841,773,-224,-390,90,12.1,4515,77,20.6,68
2031,972,686,59,-400,408,12.7,4637,80,20.3,55
2032,888,739,-73,-416,241,13.0,4803,98,21.3,61
2033,1001,685,95,-240,232,12.6,4598,82,21.1,40
2034,736,742,-229,-417,137,12.5,4650,97,21.1,59
2035,827,746,-150,-501,238,13.1,4835,94,21.8,59
2036,943,678,32,-231,132,12.4,4544,73,19.8,55
2037,1114,754,138,-258,321,13.3,4876,104,20.8,34
2038,765,757,-208,-494,102,12.9,4778,108,21.1,50
2039,922,767,-70,-382,228,13.3,4904,105,21.1,61
2040,802,757,-185,-534,352,13.5,4933,92,20.7,34
2041,960,742,10,-410,346,13.0,4743,87,21.7,44
2042,928,771,-56,-379,271,12.8,4711,105,21.6,69
2043,882,746,-86,-463,308,13.7,5012,102,21.7,23
2044,858,706,-64,-315,130,12.3,4573,92,20.5,68
2045,962,670,76,-271,218,12.3,4571,80,20.0,58
2046,658,759,-303,-489,138,12.0,4511,101,21.2,86

min,550,500,,,,10,3500,40,17
max,1150,1000,,,,16,5500,130,23
steps,11,11,,,,7,11,10,7
decimal



