year,annual-hydric-deficit
1987,167
1988,87
1989,156
1990,-513
1991,-39
1992,-247
1993,-62
1994,-504
1995,176
1996,59
1997,38
1998,147
1999,132
2000,-134
2001,231
2002,392
2003,-172
2004,452
2005,503
2006,189
2007,318
2008,268
2009,200
2010,516
2011,-113
2012,187
2013,567
2014,1049
2015,425
2016,439
