year,annual-precipitations
1987,615
1988,897
1989,560
1990,367
1991,616
1992,533
1993,678
1994,615
1995,738
1996,648
1997,753
1998,871
1999,730
2000,409
2001,815
2002,595
2003,481
2004,642
2005,793
2006,698
2007,656
2008,672
2009,518
2010,641
2011,397
2012,470
2013,553
2014,650
2015,586
2016,743

min,300
max,2000
steps,10
decimal
