year,annual-frozen-days
1987,116
1988,129
1989,114
1990,109
1991,108
1992,127
1993,128
1994,108
1995,115
1996,116
1997,134
1998,128
1999,120
2000,122
2001,120
2002,108
2003,142
2004,105
2005,131
2006,111
2007,98
2008,93
2009,81
2010,94
2011,126
2012,120
2013,96
2014,69
2015,91
2016,93
