year,annual-hydric-deficit
1987,-108
1988,159
1989,-190
1990,-444
1991,-142
1992,-261
1993,-78
1994,-233
1995,-21
1996,-96
1997,34
1998,129
1999,30
2000,-402
2001,43
2002,-229
2003,-373
2004,-147
2005,36
2006,-71
2007,-215
2008,-123
2009,-322
2010,-96
2011,-416
2012,-399
2013,-252
2014,-177
2015,-208
2016,-42
