year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9-LCF
1987,1694,9,-535,7
1988,1742,9,-498,1
1989,1661,8,-480,0
1990,1591,8,-366,5
1991,1761,10,-550,9
1992,1684,9,-443,0
1993,1988,9,-656,0
1994,1853,9,-546,8
1995,1692,10,-455,2
1996,1640,8,-517,0
1997,1826,10,-547,1
1998,1799,8,-477,0
1999,1680,9,-512,3
2000,1693,9,-538,6
2001,1722,12,-445,1
2002,2081,10,-610,0
2003,1604,9,-408,2
2004,2076,10,-530,0
2005,1775,10,-542,3
2006,1882,9,-508,5
2007,1903,9,-506,5
2008,1968,12,-535,1
2009,1726,10,-479,2
2010,1876,11,-562,0
2011,1719,10,-488,8
2012,1803,10,-483,8
2013,1891,10,-535,3
2014,1767,9,-518,1
2015,1882,10,-562,8
2016,1450,5,-463,6
2016
2017,2083,8,-534,0
2018,2015,11,-502,12
2019,1861,9,-549,2
2020,2095,9,-622,3
2021,1841,9,-601,0
2022,1698,9,-432,0
2023,2135,11,-693,0
2024,2027,12,-704,1
2025,2156,11,-517,1
2026,1562,9,-535,9
2027,1902,9,-616,0
2028,1992,10,-585,0
2029,2100,10,-679,0
2030,2090,9,-578,1
2031,2037,11,-564,0
2032,1860,10,-519,3
2033,1940,10,-567,4
2034,1730,10,-538,16
2035,1815,9,-573,0
2036,1987,10,-594,0
2037,1800,9,-533,0
2038,2060,10,-555,3
2039,1865,10,-445,5
2040,1752,9,-561,2
2041,1756,8,-519,8
2042,2031,10,-536,1
2043,2196,9,-525,0
2044,2039,10,-533,1
2045,1838,10,-541,6
2046,1883,9,-524,4

min,,4
max,,17
steps,,8
decimal
