year,F1,F3,M4
,label F1,label F3,label M4-LCF
1987,99,141,2
1988,78,124,1
1989,89,134,0
1990,68,132,0
1991,72,132,1
1992,74,134,1
1993,80,120,0
1994,70,134,0
1995,69,122,1
1996,90,133,1
1997,69,127,2
1998,75,122,1
1999,71,137,0
2000,83,137,1
2001,85,129,1
2002,89,126,1
2003,97,140,0
2004,77,127,1
2005,96,142,0
2006,97,138,0
2007,96,138,1
2008,99,140,1
2009,84,135,1
2010,78,124,2
2011,88,139,1
2012,90,140,0
2013,80,129,1
2014,75,131,1
2015,102,145,2
2016,82,140,2
2016
2017,78,123,1
2018,75,135,1
2019,88,133,1
2020,87,127,1
2021,74,130,2
2022,69,114,1
2023,85,133,2
2024,92,144,2
2025,37,130,0
2026,43,131,1
2027,78,126,0
2028,80,134,2
2029,97,138,3
2030,76,121,1
2031,69,128,2
2032,71,138,0
2033,66,133,1
2034,114,151,2
2035,83,135,3
2036,91,135,1
2037,87,135,0
2038,96,138,2
2039,9,144,3
2040,86,130,1
2041,97,137,2
2042,46,121,1
2043,67,121,1
2044,89,136,2
2045,76,130,1
2046,78,133,1
