year,annual-average-temperature
1987,8.4
1988,9.1
1989,9.4
1990,9.6
1991,9.2
1992,9.0
1993,8.3
1994,10.5
1995,9.2
1996,8.9
1997,8.7
1998,9.2
1999,9.7
2000,9.5
2001,9.5
2002,9.8
2003,8.9
2004,9.6
2005,9.2
2006,9.5
2007,10.7
2008,10.7
2009,10.9
2010,10.4
2011,9.8
2012,10.7
2013,10.8
2014,11.7
2015,11.0
2016,10.5
