year,A1,A2,A3
,label A1,label A2,label A3
1987,5,2577,37
1988,15,2873,97
1989,5,2491,52
1990,4,2823,35
1991,2,2646,35
1992,4,2519,39
1993,4,2518,48
1994,8,2504,84
1995,12,2541,83
1996,2,2565,60
1997,2,2600,26
1998,12,2672,78
1999,5,2663,67
2000,2,2881,37
2001,13,2480,96
2002,4,2665,41
2003,11,2876,102
2004,5,2626,51
2005,11,2760,78
2006,6,2432,47
2007,17,2720,107
2008,11,2585,76
2009,8,2430,66
2010,3,2440,33
2011,2,2796,50
2012,13,2845,94
2013,11,2500,87
2014,4,2550,38
2015,3,2756,25
2016,6,2707,78
2016
2017,10,2313,98
2018,6,2496,82
2019,11,2376,91
2020,6,2348,71
2021,10,2421,83
2022,14,2254,113
2023,3,2058,68
2024,9,2269,99
2025,17,2172,111
2026,9,2292,88
2027,16,2586,158
2028,13,2135,88
2029,9,2407,108
2030,7,2340,78
2031,5,2387,48
2032,23,2575,151
2033,9,2332,79
2034,22,2367,153
2035,32,2185,195
2036,16,2476,146
2037,8,2247,90
2038,19,2502,139
2039,4,2612,48
2040,2,2735,29
2041,4,2699,50
2042,2,2305,52
2043,5,2213,60
2044,4,2228,59
2045,11,2462,84
2046,7,2564,72

min,,1800
max,,3400
steps,,9
decimal
