year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,1.5,11.9,16.6,7.4
1988,5.8,12.5,15.8,8.0
1989,6.2,12.6,17.5,7.6
1990,7.5,12.4,17.1,7.7
1991,4.4,10.8,17.6,6.5
1992,5.2,13.3,17.4,7.2
1993,5.2,13.6,15.1,6.4
1994,5.9,12.3,17.4,9.2
1995,6.2,12.2,18.1,7.8
1996,3.4,11.9,15.9,6.4
1997,5.2,12.5,17.8,8.0
1998,6.2,13.3,16.6,7.0
1999,6.1,13.4,18.5,7.5
2000,6.1,13.5,16.9,8.6
2001,5.6,12.8,17.2,8.2
2002,6.9,13.0,16.9,8.7
2003,5.3,13.9,18.7,7.4
2004,5.5,12.9,17.7,7.6
2005,5.0,13.4,17.3,8.3
2006,3.5,13.0,19.0,9.7
2007,7.3,14.6,16.1,7.2
2008,6.4,13.3,16.4,7.1
2009,3.8,13.6,17.9,8.4
2010,3.4,12.6,17.4,5.4
2011,5.5,14.7,17.0,9.3
2012,5.1,12.4,17.0,8.1
2013,2.7,11.8,17.9,8.6
2014,7.3,13.5,17.4,9.3
2015,5.0,13.1,17.0,10.3
2016,5.8,12.7,18.3,7.3
