year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,67,-8,-38,116
1988,236,-114,-63,114
1989,69,-96,-242,45
1990,68,-141,-216,81
1991,54,-84,-168,92
1992,59,-47,-33,145
1993,5,2,-23,230
1994,84,-66,-78,66
1995,179,-146,-167,17
1996,21,-171,-192,101
1997,3,-26,-165,162
1998,16,-59,-128,154
1999,41,-90,-9,222
2000,49,-50,-76,342
2001,200,-146,-12,71
2002,96,-169,-148,180
2003,4,-125,-256,44
2004,50,-168,-135,32
2005,-7,-153,-195,35
2006,41,-75,-139,83
2007,79,-117,-38,81
2008,71,-103,-136,94
2009,42,-130,-234,126
2010,42,-206,-95,65
2011,-17,-239,-37,105
2012,-25,-81,-101,183
2013,5,-58,-106,115
2014,44,-116,-39,102
2015,16,-188,-121,23
2016,118,52,-199,49
