year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,1,0,-48,3,1,-179,79,21,122
1988,7,3,-75,5,2,-236,79,28,145
1989,3,0,-46,3,0,-136,78,23,70
1990,1,1,-86,4,0,-201,77,29,114
1991,7,2,-107,2,0,-248,68,21,64
1992,2,2,-98,4,0,-196,78,13,120
1993,4,1,-140,3,0,-308,74,19,94
1994,6,0,-47,3,0,-272,86,14,41
1995,6,0,-120,6,2,-271,65,18,82
1996,5,0,-93,4,0,-255,80,31,175
1997,1,1,-109,4,0,-303,73,9,60
1998,13,8,-96,6,2,-249,67,20,71
1999,6,0,-113,4,0,-282,62,23,87
2000,1,1,-88,4,0,-278,75,21,104
2001,7,0,-44,4,0,-241,81,7,42
2002,4,4,-44,7,0,-198,72,22,77
2003,9,4,-75,4,0,-239,62,19,91
2004,2,1,-86,3,0,-209,74,30,147
2005,11,1,-75,3,1,-178,71,17,170
2006,3,1,-131,3,1,-212,74,15,88
2007,8,0,-42,3,0,-198,75,9,94
2008,11,1,-16,2,0,-126,75,15,114
2009,8,2,-44,4,2,-253,83,11,76
2010,3,1,-54,4,0,-181,73,14,108
2011,6,3,-56,1,0,-170,81,28,77
2012,5,0,-28,4,2,-188,86,20,133
2013,4,0,-63,3,0,-169,71,13,97
2014,4,0,-94,5,0,-228,76,14,131
2015,4,4,-183,7,0,-313,65,23,105
2016,12,1,-101,3,0,-191,74,6,85
2016
2017,10,5,-91,6,1,-276,73,6,58
2018,10,0,-99,3,0,-190,58,13,137
2019,6,4,-137,2,0,-253,52,5,123
2020,8,1,-114,6,0,-297,63,5,127
2021,16,3,-179,1,0,-330,69,10,123
2022,13,1,-163,8,3,-362,50,13,105
2023,3,0,-157,3,0,-358,58,8,140
2024,5,0,-126,5,1,-315,63,13,131
2025,14,0,-175,4,0,-308,52,3,100
2026,8,0,-139,6,1,-353,60,7,86
2027,19,1,-167,4,3,-376,47,21,74
2028,20,4,-213,8,1,-349,42,5,164
2029,15,1,-121,6,0,-345,58,10,85
2030,4,0,-109,4,0,-288,64,10,74
2031,4,1,-50,3,0,-198,62,13,44
2032,11,2,-94,3,0,-211,68,5,116
2033,7,4,31,4,0,-144,63,13,72
2034,25,0,-121,4,1,-295,48,7,88
2035,18,2,-75,7,0,-271,56,6,98
2036,13,3,-100,8,1,-295,62,13,80
2037,11,1,-19,6,0,-187,57,15,111
2038,20,0,-22,5,1,-234,55,16,78
2039,4,9,-92,5,0,-232,73,18,91
2040,4,2,-59,6,0,-212,68,20,99
2041,6,6,-33,4,1,-140,75,16,127
2042,6,0,-49,6,0,-210,67,9,93
2043,11,0,-55,2,0,-120,63,2,121
2044,7,0,-45,7,0,-195,66,6,108
2045,4,6,-142,7,1,-310,65,15,143
2046,4,7,-151,6,0,-330,72,7,72

min,,,,0
max,,,,14
steps,,,,8
decimal
