year,annual-hydric-deficit
1987,137
1988,173
1989,-225
1990,-208
1991,-107
1992,124
1993,215
1994,6
1995,-118
1996,-241
1997,-25
1998,-17
1999,164
2000,266
2001,114
2002,-42
2003,-334
2004,-221
2005,-320
2006,-90
2007,5
2008,-73
2009,-197
2010,-194
2011,-189
2012,-23
2013,-45
2014,-9
2015,-270
2016,19
