year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1192,10,-159,1
1988,1312,12,-196,0
1989,1188,11,-181,4
1990,1150,11,-263,7
1991,1231,10,-333,0
1992,1165,11,-205,3
1993,1108,11,-411,8
1994,1220,10,-369,0
1995,1336,10,-327,1
1996,1248,10,-292,4
1997,1057,10,-354,4
1998,1297,10,-327,1
1999,1221,9,-340,0
2000,1082,10,-347,6
2001,1354,11,-282,0
2002,1245,10,-300,0
2003,1445,12,-289,7
2004,1347,12,-224,1
2005,1302,11,-166,3
2006,1245,12,-287,0
2007,1274,9,-265,4
2008,1325,11,-139,1
2009,1202,10,-306,1
2010,1234,10,-238,0
2011,1148,9,-237,0
2012,1158,12,-222,10
2013,1297,11,-182,0
2014,1192,12,-209,2
2015,1239,11,-351,0
2016,1093,10,-258,5
2016
2017,1437,13,-347,1
2018,1345,11,-229,4
2019,1550,11,-301,0
2020,1342,13,-312,2
2021,1390,12,-377,2
2022,1554,11,-396,0
2023,1420,12,-448,1
2024,1436,12,-383,0
2025,1574,11,-366,0
2026,1459,12,-423,2
2027,1520,10,-442,2
2028,1572,11,-338,0
2029,1554,11,-481,1
2030,1449,13,-411,0
2031,1252,12,-243,1
2032,1430,13,-235,6
2033,1395,11,-212,0
2034,1613,12,-336,0
2035,1734,13,-343,0
2036,1450,10,-326,3
2037,1507,11,-238,0
2038,1509,12,-301,6
2039,1251,11,-307,3
2040,1157,11,-258,2
2041,1244,12,-174,1
2042,1348,12,-248,0
2043,1387,10,-215,0
2044,1377,13,-242,1
2045,1359,12,-295,0
2046,1324,12,-376,4

min,800,6
max,2300,16
steps,7,11
decimal
