year,annual-precipitations
1987,722
1988,759
1989,507
1990,559
1991,532
1992,829
1993,885
1994,706
1995,624
1996,469
1997,690
1998,665
1999,897
2000,959
2001,835
2002,684
2003,489
2004,519
2005,401
2006,644
2007,713
2008,627
2009,564
2010,529
2011,568
2012,671
2013,636
2014,711
2015,493
2016,719
