year,annual-hydric-deficit
1987,950
1988,182
1989,128
1990,327
1991,437
1992,110
1993,704
1994,605
1995,806
1996,979
1997,821
1998,469
1999,712
2000,1012
2001,1028
2002,744
2003,728
2004,124
2005,129
2006,743
2007,-366
2008,5
2009,922
2010,547
2011,373
2012,396
2013,754
2014,908
2015,175
2016,613
