year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,414,-47,-157,739
1988,259,2,-279,200
1989,80,-181,-388,617
1990,222,-178,-286,569
1991,347,-206,-53,348
1992,28,-77,-107,265
1993,-3,319,-177,565
1994,312,40,-172,425
1995,396,-142,-168,721
1996,596,-134,-87,604
1997,177,117,-243,770
1998,175,136,-79,237
1999,211,67,-41,474
2000,-28,32,-71,1079
2001,906,-75,-139,337
2002,274,-20,-200,689
2003,419,-54,-144,508
2004,109,-152,-133,300
2005,49,-111,-268,458
2006,238,-205,-199,910
2007,83,-113,-308,-28
2008,69,-19,-168,123
2009,268,118,-227,764
2010,451,-110,-358,564
2011,416,-292,-153,402
2012,-64,70,-167,557
2013,603,-17,-250,418
2014,608,-61,-80,441
2015,221,-135,-193,282
2016,563,102,-271,219
