year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,11.1,16.1,21.1,13.7
1988,11.6,15.8,19.5,13.7
1989,11.4,16.4,20.7,15.4
1990,12.1,16.5,21.5,12.1
1991,10.6,15.5,20.1,12.9
1992,10.8,16.0,19.5,13.2
1993,12.1,15.6,19.5,12.9
1994,11.6,16.1,18.8,15.1
1995,12.1,17.2,20.5,15.1
1996,11.0,16.8,19.6,13.0
1997,13.1,16.9,21.0,14.6
1998,13.1,15.7,20.8,13.1
1999,11.5,16.3,20.3,13.1
2000,11.6,15.9,19.2,13.6
2001,12.1,16.2,19.8,12.9
2002,12.5,15.3,19.7,14.4
2003,11.6,16.8,20.8,13.4
2004,11.5,16.7,20.2,12.9
2005,10.7,16.9,20.7,13.6
2006,10.3,17.7,21.8,14.5
2007,11.7,16.1,19.8,13.5
2008,12.4,16.3,19.4,12.3
2009,10.5,15.1,19.2,13.7
2010,10.2,17.0,21.7,12.3
2011,11.1,17.3,19.2,13.6
2012,10.7,14.9,19.0,12.8
2013,10.4,14.5,21.6,13.3
2014,11.1,16.1,19.8,14.1
2015,10.5,17.8,19.8,14.9
2016,11.2,15.8,21.6,13.4
