year,A1,A2,A3
,label A1,label A2,label A3
1987,15,1736,144
1988,23,1816,140
1989,13,1646,142
1990,17,1572,166
1991,15,1709,147
1992,21,1644,161
1993,10,1891,122
1994,20,1596,184
1995,35,1688,223
1996,22,1636,185
1997,13,1591,157
1998,29,1516,206
1999,22,1753,181
2000,23,1609,181
2001,30,1547,216
2002,32,1705,201
2003,19,1807,120
2004,15,1779,142
2005,20,1841,163
2006,13,1512,110
2007,17,1688,139
2008,22,1616,146
2009,35,1667,226
2010,33,1835,214
2011,29,1697,214
2012,44,1448,307
2013,17,1602,149
2014,26,1507,191
2015,36,1648,219
2016,39,1576,219
2016
2017,64,1431,392
2018,52,1606,362
2019,49,1337,328
2020,20,1486,172
2021,23,1485,218
2022,42,1335,298
2023,34,1322,242
2024,31,1523,275
2025,74,1389,410
2026,19,1333,210
2027,14,1575,139
2028,44,1261,270
2029,49,1286,334
2030,68,1351,478
2031,69,1249,401
2032,35,1428,250
2033,50,1496,318
2034,32,1423,229
2035,41,1583,275
2036,46,1410,263
2037,40,1429,246
2038,71,1442,437
2039,31,1477,225
2040,46,1456,289
2041,43,1280,298
2042,50,1419,299
2043,33,1395,231
2044,56,1378,336
2045,57,1490,368
2046,34,1466,214
