year,annual-average-temperature
1987,15.5
1988,15.2
1989,16.0
1990,15.6
1991,14.8
1992,14.9
1993,15.0
1994,15.4
1995,16.3
1996,15.1
1997,16.4
1998,15.7
1999,15.3
2000,15.1
2001,15.2
2002,15.5
2003,15.7
2004,15.4
2005,15.5
2006,16.1
2007,15.3
2008,15.1
2009,14.6
2010,15.3
2011,15.3
2012,14.4
2013,15.0
2014,15.3
2015,15.8
2016,15.5
