year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1-FGN,label C2,label C3-FGN,label C12,label M1-FGN,label M2,label M8,label Co2,label Co3
1987,0,0,175,8,0,-151,66,1,135
1988,0,0,67,6,0,-190,64,1,152
1989,0,0,94,10,0,-311,72,0,72
1990,0,0,117,7,0,-180,61,0,23
1991,0,0,-187,6,0,-398,71,4,90
1992,0,0,40,5,0,-254,63,0,72
1993,0,0,-36,8,0,-374,61,1,45
1994,0,0,-15,8,0,-276,61,2,78
1995,0,0,-65,8,0,-345,58,3,148
1996,0,0,-33,8,0,-275,60,3,171
1997,0,0,-233,7,0,-440,52,3,142
1998,0,0,-60,8,0,-244,57,1,68
1999,0,0,188,8,0,-69,71,0,248
2000,0,0,37,6,0,-243,70,0,149
2001,0,0,-9,9,0,-233,53,2,178
2002,0,0,-105,6,0,-343,69,1,30
2003,0,0,28,6,0,-234,64,6,158
2004,0,0,116,9,0,-300,53,0,81
2005,0,0,192,7,0,-217,65,0,182
2006,0,0,74,8,0,-253,52,0,271
2007,0,0,-17,7,0,-271,61,1,109
2008,0,0,-64,8,0,-263,55,1,96
2009,0,0,19,8,0,-217,55,0,194
2010,0,0,155,8,0,-163,61,1,188
2011,0,0,131,9,0,-182,64,2,137
2012,0,0,256,8,0,-242,63,3,50
2013,0,0,-12,10,0,-314,55,0,176
2014,0,0,104,7,0,-255,71,3,136
2015,0,0,45,8,0,-160,61,0,471
2016,0,0,-65,7,0,-326,67,0,105
2016
2017,1,0,-203,6,0,-363,36,1,54
2018,1,0,-100,6,0,-367,45,2,79
2019,0,0,-174,7,0,-414,33,0,130
2020,0,0,-72,7,0,-366,43,0,50
2021,0,0,-180,8,0,-465,49,0,211
2022,3,0,-277,8,0,-506,28,0,141
2023,4,0,-401,8,0,-500,48,0,115
2024,1,0,-22,8,0,-355,50,1,64
2025,1,0,-142,4,0,-593,36,0,185
2026,1,0,-321,9,0,-513,27,0,23
2027,0,0,-119,8,0,-426,59,1,156
2028,1,0,-189,10,0,-319,43,1,97
2029,3,0,-146,11,0,-520,32,0,101
2030,3,0,-208,9,0,-539,34,0,179
2031,7,0,-287,11,0,-386,25,0,206
2032,0,0,-185,9,0,-396,52,0,150
2033,0,0,-167,8,0,-418,51,0,52
2034,2,0,-17,7,0,-334,54,0,155
2035,0,0,93,8,0,-361,58,0,40
2036,0,0,-27,7,0,-242,50,0,167
2037,2,0,-204,8,0,-412,53,0,287
2038,0,0,46,9,0,-454,53,0,90
2039,0,0,-63,10,0,-322,52,0,142
2040,0,0,-176,6,0,-375,42,0,49
2041,0,0,-41,8,0,-378,50,0,11
2042,3,0,-78,6,0,-334,35,2,95
2043,1,0,-133,6,0,-362,45,0,133
2044,1,0,-230,9,0,-451,43,0,195
2045,3,0,-233,7,0,-466,41,0,46
2046,0,0,58,10,0,-341,58,0,69
