year,annual-precipitations
1987,1867
1988,1185
1989,1296
1990,1273
1991,1339
1992,987
1993,1591
1994,1492
1995,1752
1996,1814
1997,1664
1998,1323
1999,1553
2000,1910
2001,1909
2002,1613
2003,1634
2004,1056
2005,1091
2006,1763
2007,618
2008,938
2009,1820
2010,1590
2011,1367
2012,1301
2013,1706
2014,1820
2015,1064
2016,1578
