year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,2.8,10.2,14.5,7.0
1988,4.9,10.9,14.2,7.6
1989,6.4,10.8,15.8,7.3
1990,7.2,11.0,15.4,7.6
1991,4.2,10.0,15.8,6.9
1992,5.3,11.9,14.2,5.7
1993,5.4,10.7,13.5,5.6
1994,4.7,10.5,14.7,7.9
1995,5.1,10.9,16.4,7.3
1996,3.5,9.9,14.7,6.0
1997,5.4,10.4,15.5,7.4
1998,6.7,10.7,14.5,6.6
1999,5.8,11.2,15.5,7.2
2000,6.0,10.5,14.4,6.9
2001,4.0,10.6,15.1,8.2
2002,6.2,11.4,15.2,7.4
2003,5.1,11.6,15.5,7.2
2004,5.4,11.6,15.0,7.5
2005,5.6,10.8,15.0,7.6
2006,4.2,10.9,16.5,8.6
2007,6.1,11.5,14.4,7.5
2008,5.6,10.5,14.9,6.4
2009,4.9,11.3,15.2,7.0
2010,3.1,10.8,14.9,4.7
2011,5.2,11.9,14.3,8.4
2012,5.8,9.7,14.2,6.1
2013,3.0,10.1,15.5,7.8
2014,5.9,11.7,14.9,8.1
2015,4.8,10.4,13.9,8.9
2016,4.9,10.4,15.7,7.0
