year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,599,453,-18,-159,86,8.6,3196,1,14.9,67
1988,538,444,-74,-154,47,8.9,3253,2,15.1,65
1989,700,453,86,-147,56,8.6,3148,2,14.8,48
1990,593,472,-48,-133,36,9.0,3320,3,14.6,52
1991,570,570,-221,-293,49,8.8,3239,2,14.4,67
1992,548,455,-88,-216,55,9.0,3292,1,15.6,55
1993,534,639,-393,-351,-47,9.5,3486,1,14.9,38
1994,743,564,-55,-230,63,8.9,3240,4,14.3,38
1995,527,455,-97,-171,60,8.5,3129,0,13.5,64
1996,666,605,-225,-277,-26,9.1,3359,5,15.0,57
1997,672,600,-173,-233,13,8.3,3047,1,15.0,73
1998,558,450,-62,-186,79,8.9,3273,0,14.3,51
1999,579,593,-309,-278,-14,9.2,3369,2,14.8,48
2000,711,544,-84,-182,50,9.2,3378,0,14.3,43
2001,657,445,49,-109,84,9.4,3420,0,14.8,43
2002,601,463,-34,-148,57,8.4,3101,0,14.0,61
2003,650,461,12,-125,73,9.0,3296,5,15.1,60
2004,563,478,-91,-216,74,8.9,3264,9,14.8,43
2005,748,451,136,-40,84,8.5,3128,1,14.1,58
2006,613,465,-20,-127,79,8.9,3275,1,15.2,62
2007,680,461,46,-145,69,9.1,3331,3,14.0,51
2008,614,470,-24,-203,52,8.9,3257,0,14.8,43
2009,578,475,-66,-154,57,9.6,3513,3,15.5,28
2010,607,450,-17,-178,123,9.0,3320,1,14.3,55
2011,554,464,-79,-194,63,8.8,3276,2,15.2,60
2012,585,485,-58,-200,60,8.8,3229,2,14.8,66
2013,570,448,-48,-221,77,8.2,3050,2,13.6,61
2014,647,446,35,-52,52,8.7,3195,0,14.0,55
2015,582,460,-55,-168,53,9.2,3360,7,15.1,51
2016,460,489,-195,-285,65,9.0,3302,1,14.7,56
2016
2017,747,471,104,-142,135,9.8,3590,3,15.1,26
2018,545,492,-128,-202,38,10.2,3708,7,15.7,37
2019,697,465,62,-155,61,10.1,3700,3,15.7,20
2020,658,460,33,-98,77,9.1,3361,0,14.8,44
2021,724,595,-137,-215,59,10.5,3829,2,15.6,19
2022,705,455,76,-110,115,9.9,3622,3,15.8,25
2023,647,639,-295,-360,7,9.5,3484,0,14.7,35
2024,551,596,-326,-270,-4,9.9,3610,5,15.3,24
2025,582,487,-77,-142,64,10.2,3739,8,16.3,30
2026,595,616,-288,-298,-7,9.8,3584,0,14.9,50
2027,705,608,-175,-342,69,9.4,3453,2,15.2,45
2028,681,465,47,-104,62,9.8,3600,0,15.3,22
2029,662,605,-247,-297,1,9.7,3559,3,14.8,32
2030,731,538,-41,-175,94,9.5,3478,1,14.4,37
2031,660,450,40,-26,61,9.8,3583,6,14.9,19
2032,701,498,23,-128,68,10.0,3660,11,16.2,47
2033,779,452,155,2,99,9.5,3490,0,15.1,31
2034,713,462,61,-52,65,9.4,3428,1,14.3,22
2035,649,477,-13,-110,58,9.9,3607,1,14.7,37
2036,610,472,-31,-177,95,9.8,3592,2,15.3,26
2037,717,478,68,-125,105,10.2,3715,0,15.4,24
2038,710,455,71,-53,41,9.6,3494,0,14.0,29
2039,698,466,50,-88,31,10.3,3754,0,15.4,20
2040,671,486,11,-137,103,9.8,3587,1,15.3,32
2041,661,480,7,-139,89,10.0,3647,3,15.3,29
2042,628,480,-24,-169,63,10.0,3647,0,15.4,24
2043,565,460,-67,-193,80,9.8,3601,2,15.0,29
2044,753,470,106,-85,100,10.0,3666,11,16.3,36
2045,705,476,48,-99,83,10.2,3734,6,15.6,26
2046,701,454,67,-47,72,9.7,3537,1,15.0,25
