year,annual-hydric-deficit
1987,172
1988,43
1989,-364
1990,-173
1991,-65
1992,-78
1993,78
1994,-25
1995,-97
1996,-24
1997,-20
1998,248
1999,-14
2000,239
2001,-1
2002,91
2003,-140
2004,145
2005,24
2006,37
2007,85
2008,208
2009,97
2010,-46
2011,-71
2012,469
2013,124
2014,24
2015,65
2016,124
