year,F1,F3,M4
,label F1,label F3,label M4
1987,65,145,1
1988,48,150,1
1989,64,154,1
1990,60,133,1
1991,64,151,1
1992,59,158,1
1993,52,138,1
1994,49,145,2
1995,73,141,1
1996,68,147,2
1997,65,147,0
1998,58,144,1
1999,49,144,1
2000,41,141,2
2001,47,141,1
2002,63,143,0
2003,57,138,1
2004,51,149,3
2005,60,149,3
2006,69,143,2
2007,48,143,0
2008,47,138,3
2009,41,136,1
2010,76,148,0
2011,60,141,2
2012,75,142,0
2013,59,143,0
2014,66,143,1
2015,57,142,1
2016,65,138,3
2016
2017,36,139,0
2018,40,141,2
2019,24,137,1
2020,57,140,0
2021,35,124,0
2022,37,137,1
2023,39,141,3
2024,58,135,1
2025,39,138,0
2026,61,133,2
2027,51,147,2
2028,39,134,1
2029,59,134,1
2030,42,136,0
2031,34,140,1
2032,62,137,0
2033,42,135,1
2034,40,134,0
2035,39,135,2
2036,38,138,2
2037,37,129,2
2038,52,135,1
2039,37,123,0
2040,48,138,1
2041,36,133,1
2042,32,132,1
2043,55,136,1
2044,37,145,1
2045,36,142,0
2046,37,142,3
