year,F1,F3,M4
,label F1,label F3,label M4-FGN
1987,24,90,2
1988,22,92,3
1989,22,84,4
1990,20,9,3
1991,17,94,3
1992,26,83,4
1993,22,84,3
1994,0,83,4
1995,20,93,4
1996,18,87,3
1997,16,87,4
1998,26,88,3
1999,22,91,4
2000,16,87,3
2001,21,88,3
2002,25,83,4
2003,17,90,4
2004,16,89,4
2005,25,86,4
2006,17,91,4
2007,21,96,3
2008,16,87,3
2009,18,88,4
2010,20,82,3
2011,15,85,3
2012,17,80,4
2013,18,87,4
2014,18,91,4
2015,18,91,4
2016,21,87,4
2016
2017,24,90,2
2018,22,92,3
2019,22,84,4
2020,20,9,3
2021,17,94,3
2022,26,83,4
2023,22,84,3
2024,0,83,4
2025,20,93,4
2026,18,87,3
2027,16,87,4
2028,26,88,3
2029,22,91,4
2030,16,87,3
2031,21,88,3
2032,25,83,4
2033,17,90,4
2034,16,89,4
2035,25,86,4
2036,17,91,4
2037,21,96,3
2038,16,87,3
2039,18,88,4
2040,20,82,3
2041,15,85,3
2042,17,80,4
2043,18,87,4
2044,18,91,4
2045,18,91,4
2046,21,87,4
