year,annual-estival-days
1987,148
1988,138
1989,163
1990,135
1991,134
1992,138
1993,96
1994,139
1995,177
1996,147
1997,168
1998,143
1999,155
2000,149
2001,146
2002,153
2003,159
2004,150
2005,167
2006,167
2007,152
2008,147
2009,175
2010,139
2011,176
2012,154
2013,151
2014,174
2015,173
2016,157

min,80
max,180
steps,11
decimal
