year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,10.5,19.4,25.5,13.3
1988,11.1,17.8,24.4,13.1
1989,10.7,19.0,25.5,15.2
1990,12.6,18.0,25.6,13.5
1991,10.4,18.8,25.8,13.9
1992,11.7,18.8,25.6,14.0
1993,11.7,17.3,24.1,12.8
1994,12.0,18.3,23.5,15.2
1995,12.7,20.3,25.0,16.6
1996,11.1,19.2,23.8,13.9
1997,12.6,19.0,24.6,15.1
1998,12.6,18.5,25.7,12.7
1999,10.5,19.9,24.9,13.3
2000,11.1,19.0,24.7,13.7
2001,12.6,19.7,24.8,12.9
2002,11.8,19.1,24.1,14.6
2003,11.2,20.3,25.6,13.3
2004,11.1,19.8,25.0,13.0
2005,9.4,20.7,25.3,12.8
2006,10.0,20.4,26.0,14.5
2007,11.2,18.7,24.9,12.8
2008,11.8,18.7,24.1,12.6
2009,11.7,19.9,25.2,14.6
2010,10.3,19.1,26.3,13.1
2011,10.7,20.7,24.7,13.7
2012,9.5,19.1,25.2,14.0
2013,10.9,18.7,26.2,13.5
2014,12.1,20.0,24.5,14.5
2015,10.6,21.3,25.1,15.1
2016,11.6,19.1,27.0,14.1
