year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,3218,17,-1013,0
1988,3168,17,-1023,0
1989,3312,17,-1063,0
1990,3142,17,-999,0
1991,3106,19,-1056,0
1992,2979,17,-970,0
1993,3230,19,-1030,0
1994,3246,20,-1096,0
1995,2852,15,-912,0
1996,3073,14,-987,0
1997,2906,17,-991,0
1998,3120,19,-988,0
1999,3277,19,-1086,0
2000,3130,19,-985,0
2001,3179,20,-995,0
2002,3026,18,-960,0
2003,3196,17,-968,0
2004,3289,17,-906,0
2005,3193,18,-976,0
2006,3302,19,-994,0
2007,3011,17,-961,0
2008,3081,17,-869,0
2009,3020,17,-952,0
2010,3027,17,-1006,0
2011,3211,18,-967,0
2012,3021,20,-990,0
2013,3313,14,-1065,0
2014,2984,19,-913,0
2015,3202,16,-1022,0
2016,3220,18,-997,0
2016
2017,3218,17,-1013,0
2018,3168,17,-1023,0
2019,3312,17,-1063,0
2020,3142,17,-999,0
2021,3106,19,-1056,0
2022,2979,17,-970,0
2023,3230,19,-1030,0
2024,3246,20,-1096,0
2025,2852,15,-912,0
2026,3073,14,-987,0
2027,2906,17,-991,0
2028,3120,19,-988,0
2029,3277,19,-1086,0
2030,3130,19,-985,0
2031,3179,20,-995,0
2032,3026,18,-960,0
2033,3196,17,-968,0
2034,3289,17,-906,0
2035,3193,18,-976,0
2036,3302,19,-994,0
2037,3011,17,-961,0
2038,3081,17,-869,0
2039,3020,17,-952,0
2040,3027,17,-1006,0
2041,3211,18,-967,0
2042,3021,20,-990,0
2043,3313,14,-1065,0
2044,2984,19,-913,0
2045,3202,16,-1022,0
2046,3220,18,-997,0

min,2400,12
max,3600,21
steps,9,10
decimal
