year,annual-precipitations
1987,556
1988,452
1989,802
1990,405
1991,441
1992,466
1993,446
1994,397
1995,514
1996,609
1997,692
1998,299
1999,372
2000,557
2001,492
2002,482
2003,433
2004,327
2005,225
2006,427
2007,324
2008,337
2009,449
2010,728
2011,473
2012,316
2013,508
2014,459
2015,399
2016,455
