year,annual-frozen-days
1987,16
1988,21
1989,17
1990,0
1991,0
1992,0
1993,1
1994,0
1995,0
1996,4
1997,1
1998,18
1999,16
2000,18
2001,7
2002,0
2003,11
2004,5
2005,44
2006,16
2007,9
2008,4
2009,7
2010,9
2011,16
2012,40
2013,12
2014,4
2015,16
2016,2
