year,annual-estival-days
1987,79
1988,70
1989,88
1990,85
1991,97
1992,39
1993,34
1994,92
1995,65
1996,66
1997,95
1998,90
1999,107
2000,96
2001,86
2002,77
2003,115
2004,103
2005,96
2006,104
2007,108
2008,84
2009,105
2010,94
2011,109
2012,104
2013,86
2014,89
2015,104
2016,94

min,0
max,135
steps,10
decimal
