year,annual-hydric-deficit
1987,-256
1988,-371
1989,-725
1990,-450
1991,-483
1992,57
1993,175
1994,-526
1995,-412
1996,-347
1997,-644
1998,-722
1999,-551
2000,-438
2001,-733
2002,-234
2003,-555
2004,-772
2005,-616
2006,-637
2007,-848
2008,-351
2009,-494
2010,-286
2011,-514
2012,-439
2013,-145
2014,-188
2015,-441
2016,-379
