year,F1,F3,M4
,label F1,label F3,label M4
1987,54,119,5
1988,78,137,5
1989,50,136,6
1990,57,132,5
1991,48,121,3
1992,40,127,3
1993,40,130,4
1994,40,122,5
1995,44,136,4
1996,62,139,3
1997,65,128,5
1998,41,134,3
1999,55,135,6
2000,43,122,6
2001,77,136,4
2002,49,114,5
2003,85,137,3
2004,31,118,4
2005,60,137,3
2006,57,117,4
2007,46,127,5
2008,47,121,2
2009,59,132,2
2010,48,131,4
2011,71,139,6
2012,69,129,4
2013,49,129,5
2014,51,125,4
2015,37,127,3
2016,66,138,6
2016
2017,30,126,7
2018,36,121,4
2019,31,119,5
2020,30,133,4
2021,35,132,5
2022,41,126,7
2023,56,126,6
2024,62,132,2
2025,63,138,5
2026,48,129,6
2027,37,125,8
2028,43,138,6
2029,52,122,6
2030,38,134,6
2031,42,115,6
2032,35,133,4
2033,60,130,5
2034,32,123,7
2035,31,120,5
2036,55,134,8
2037,29,128,5
2038,54,128,5
2039,53,140,6
2040,55,120,3
2041,45,114,6
2042,32,128,5
2043,58,130,5
2044,27,123,3
2045,51,143,4
2046,52,131,7
