year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1615,13,-431,1
1988,1667,10,-591,0
1989,1563,10,-450,1
1990,1459,12,-463,5
1991,1686,12,-577,0
1992,1537,10,-545,3
1993,1524,12,-448,6
1994,1727,12,-640,0
1995,1640,8,-390,0
1996,1731,11,-570,3
1997,1681,10,-399,2
1998,1627,11,-420,0
1999,1577,10,-577,10
2000,1773,12,-470,3
2001,1880,9,-536,0
2002,1632,11,-514,0
2003,1549,12,-438,0
2004,1549,11,-579,4
2005,1627,11,-419,1
2006,1711,10,-536,1
2007,1668,13,-522,1
2008,1709,11,-476,0
2009,1524,11,-574,0
2010,1849,14,-496,3
2011,1820,14,-568,6
2012,1632,11,-421,0
2013,1789,11,-615,0
2014,1767,13,-491,3
2015,1536,9,-371,1
2016,1564,11,-490,1
2016
2017,1831,10,-563,2
2018,1897,12,-451,2
2019,2102,13,-723,0
2020,1672,11,-300,1
2021,1907,15,-701,6
2022,1841,12,-608,2
2023,1971,13,-832,0
2024,1987,12,-748,1
2025,1756,11,-612,8
2026,1829,13,-676,4
2027,1799,12,-547,6
2028,1912,12,-584,6
2029,2020,12,-631,3
2030,1801,13,-551,2
2031,2099,13,-647,0
2032,1854,13,-487,6
2033,2017,13,-733,1
2034,1759,14,-659,3
2035,2223,13,-732,2
2036,1895,13,-564,8
2037,2087,13,-578,5
2038,1789,12,-536,3
2039,1823,14,-507,14
2040,2311,14,-618,0
2041,2033,13,-700,0
2042,1815,11,-597,2
2043,1973,13,-520,2
2044,1870,13,-491,4
2045,1795,12,-502,8
2046,2026,12,-598,2

min,1200,7,,0
max,2700,17,,16
steps,11,11,,9
decimal



