year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,3.7,13.6,20.7,9.1
1988,5.9,14.1,20.2,8.8
1989,7.0,14.4,20.9,8.8
1990,7.4,14.6,20.8,7.8
1991,5.7,13.5,21.9,7.3
1992,5.3,13.9,19.3,8.4
1993,5.1,14.4,18.5,8.0
1994,6.9,14.6,21.3,9.6
1995,5.7,14.3,19.5,9.1
1996,5.3,14.8,18.6,8.3
1997,7.4,14.9,20.6,9.1
1998,6.9,14.5,20.6,7.1
1999,5.8,15.6,21.1,7.7
2000,6.3,15.8,20.3,8.6
2001,7.3,15.4,20.3,8.6
2002,7.0,15.7,19.7,9.6
2003,4.9,17.0,22.2,8.5
2004,5.5,15.0,20.9,8.9
2005,4.6,15.9,20.5,7.7
2006,4.8,16.2,21.6,10.0
2007,7.1,16.5,20.5,8.7
2008,6.9,15.3,20.3,8.2
2009,5.5,16.6,21.8,9.1
2010,3.9,14.8,20.9,7.5
2011,6.4,16.7,20.8,10.0
2012,6.4,15.7,21.5,9.0
2013,4.3,13.7,19.7,8.7
2014,6.4,15.0,19.0,9.7
2015,5.5,15.8,20.2,9.1
2016,5.9,14.5,20.5,8.2
