year,annual-precipitations
1987,876
1988,763
1989,503
1990,693
1991,669
1992,1079
1993,1250
1994,677
1995,742
1996,770
1997,577
1998,527
1999,633
2000,757
2001,494
2002,926
2003,712
2004,473
2005,593
2006,580
2007,412
2008,807
2009,744
2010,852
2011,687
2012,817
2013,805
2014,787
2015,590
2016,664
