year,A1,A2,A3
,label A1,label A2,label A3
1987,7,2566,147
1988,14,2667,152
1989,15,2708,154
1990,10,2602,123
1991,11,2373,181
1992,8,2441,150
1993,6,2515,137
1994,19,2330,234
1995,23,2612,196
1996,21,2653,222
1997,7,2561,171
1998,19,2565,178
1999,22,2473,205
2000,7,2205,183
2001,46,2715,317
2002,16,2487,205
2003,10,2690,126
2004,20,2319,200
2005,11,2725,171
2006,18,2500,218
2007,24,2372,193
2008,7,2342,134
2009,15,2700,144
2010,32,2635,305
2011,34,2780,336
2012,16,2648,185
2013,20,2561,208
2014,25,2418,225
2015,8,2496,124
2016,19,2545,190
2016
2017,45,2177,345
2018,39,2202,312
2019,30,2092,326
2020,28,2365,254
2021,47,2202,393
2022,34,2159,317
2023,36,2427,331
2024,51,2609,431
2025,34,2484,274
2026,30,2275,279
2027,40,2139,350
2028,38,2319,288
2029,65,2387,463
2030,30,2442,266
2031,55,2121,405
2032,45,2337,348
2033,44,2501,385
2034,24,2257,245
2035,48,2084,443
2036,50,2504,362
2037,50,2379,421
2038,34,2300,271
2039,54,2523,395
2040,50,2208,464
2041,59,2158,395
2042,47,2199,350
2043,47,2510,376
2044,35,2100,331
2045,48,2620,376
2046,56,2313,414
