year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,1.0,12.0,17.1,7.1
1988,5.5,13.0,16.2,7.5
1989,5.8,12.6,17.4,7.1
1990,6.7,12.5,16.9,7.2
1991,3.8,10.9,18.1,6.0
1992,4.5,13.1,17.6,6.3
1993,4.3,13.9,15.7,5.6
1994,5.5,12.5,17.9,8.7
1995,5.4,12.4,18.3,7.6
1996,3.0,12.5,16.1,5.9
1997,4.7,12.7,18.3,7.6
1998,5.5,13.6,17.0,6.1
1999,5.4,13.7,18.8,6.8
2000,5.5,13.9,17.3,8.6
2001,5.7,12.9,17.3,7.4
2002,6.4,13.5,17.1,8.4
2003,4.4,14.7,19.1,6.9
2004,4.6,12.9,18.0,6.9
2005,4.2,14.0,17.7,7.5
2006,3.0,13.5,19.2,9.1
2007,6.9,15.3,16.3,6.4
2008,5.7,13.7,16.8,6.5
2009,3.4,14.0,18.5,7.8
2010,3.2,13.1,17.6,5.4
2011,5.5,15.0,17.4,8.8
2012,4.7,12.8,17.3,7.8
2013,2.4,12.0,18.3,7.9
2014,6.6,14.0,17.5,8.9
2015,4.4,13.7,18.3,9.5
2016,5.1,13.0,18.7,6.8
