year,annual-frozen-days
1987,74
1988,42
1989,62
1990,42
1991,77
1992,58
1993,62
1994,37
1995,52
1996,79
1997,60
1998,56
1999,34
2000,26
2001,50
2002,31
2003,63
2004,55
2005,64
2006,66
2007,36
2008,60
2009,54
2010,78
2011,32
2012,35
2013,47
2014,7
2015,26
2016,35
