year,annual-estival-days
1987,30
1988,20
1989,50
1990,40
1991,40
1992,41
1993,30
1994,39
1995,48
1996,32
1997,46
1998,32
1999,48
2000,32
2001,40
2002,27
2003,66
2004,45
2005,42
2006,49
2007,23
2008,28
2009,47
2010,34
2011,33
2012,18
2013,42
2014,21
2015,45
2016,38
