year,A1,A2,A3
,label A1,label A2,label A3
1987,5,2739,53
1988,18,2687,110
1989,22,2868,136
1990,12,2673,100
1991,14,2780,117
1992,17,2892,130
1993,0,2734,40
1994,9,2627,85
1995,3,2632,33
1996,17,2577,113
1997,5,2737,65
1998,7,2765,59
1999,3,2698,60
2000,6,2636,68
2001,10,2800,58
2002,9,2520,63
2003,17,2504,120
2004,9,2701,88
2005,4,2676,55
2006,11,2787,71
2007,22,2553,174
2008,17,2589,94
2009,13,2506,86
2010,26,2698,163
2011,12,2737,81
2012,22,2940,146
2013,21,2794,148
2014,9,2808,82
2015,5,2759,62
2016,7,2778,66
2016
2017,24,2353,164
2018,25,2245,173
2019,38,2582,246
2020,18,2436,139
2021,11,2713,134
2022,17,2274,102
2023,16,2486,135
2024,10,2379,116
2025,12,2408,98
2026,25,2377,175
2027,15,2299,119
2028,34,2446,183
2029,22,2350,212
2030,14,2347,160
2031,20,2656,120
2032,29,2373,226
2033,32,2383,186
2034,23,2545,169
2035,21,2271,128
2036,24,2381,173
2037,41,2359,242
2038,16,2333,104
2039,25,2417,151
2040,21,2348,142
2041,22,2359,132
2042,15,2557,109
2043,18,2613,127
2044,32,2559,218
2045,33,2391,209
2046,32,2411,189

min,,1600
max,,3200
steps,,9
decimal



