year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1313,8,-294,4
1988,1485,12,-246,0
1989,1403,13,-242,6
1990,1444,12,-229,5
1991,1303,12,-372,12
1992,1361,10,-289,2
1993,1232,11,-318,1
1994,1405,11,-401,0
1995,1280,11,-272,4
1996,1463,9,-400,2
1997,1358,10,-380,0
1998,1392,12,-305,5
1999,1389,11,-439,1
2000,1403,10,-367,1
2001,1224,9,-190,4
2002,1398,10,-295,1
2003,1539,10,-334,0
2004,1195,9,-270,7
2005,1266,12,-214,4
2006,1251,11,-206,6
2007,1692,11,-352,3
2008,1495,9,-224,0
2009,1393,9,-344,3
2010,1588,11,-271,1
2011,1275,12,-240,4
2012,1378,11,-279,6
2013,1461,9,-357,2
2014,1355,10,-257,3
2015,1305,11,-329,9
2016,1311,10,-292,4
2016
2017,1617,9,-383,1
2018,1749,11,-437,0
2019,1850,14,-532,0
2020,1542,11,-397,10
2021,1563,11,-430,6
2022,1436,11,-248,4
2023,1579,12,-561,4
2024,1395,11,-455,7
2025,1549,12,-371,1
2026,1532,9,-397,7
2027,1435,11,-345,0
2028,1736,12,-351,0
2029,1750,13,-467,4
2030,1704,10,-531,1
2031,1499,12,-335,4
2032,1713,10,-330,1
2033,1540,11,-244,6
2034,1567,11,-343,0
2035,1614,11,-337,0
2036,1616,11,-434,1
2037,1843,12,-446,2
2038,1497,11,-271,7
2039,1637,11,-342,0
2040,1695,12,-416,0
2041,1464,12,-351,1
2042,1388,13,-285,7
2043,1546,12,-383,1
2044,1640,10,-255,1
2045,1674,11,-275,5
2046,1709,10,-293,0

min,1000,6
max,2500,16
steps,7,11
decimal



