year,annual-hydric-deficit
1987,57
1988,71
1989,-294
1990,-215
1991,-251
1992,-162
1993,-77
1994,-191
1995,-121
1996,-219
1997,-106
1998,-134
1999,-84
2000,43
2001,114
2002,-134
2003,-352
2004,-256
2005,-308
2006,-93
2007,-192
2008,-69
2009,-142
2010,-152
2011,-243
2012,-1
2013,-30
2014,-62
2015,-322
2016,-136
