year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,60,-98,-12,107
1988,130,-129,-55,125
1989,14,-125,-211,28
1990,38,-114,-231,92
1991,22,-151,-202,80
1992,-27,-74,-168,107
1993,-5,-147,-114,189
1994,54,-163,-109,28
1995,114,-107,-138,9
1996,4,-195,-155,127
1997,0,-69,-161,124
1998,-11,-70,-151,98
1999,42,-167,-134,176
2000,71,-138,-24,133
2001,198,-112,-23,51
2002,65,-161,-143,106
2003,-25,-146,-233,52
2004,25,-177,-134,30
2005,2,-160,-139,-11
2006,39,-121,-47,36
2007,57,-162,-136,48
2008,79,-73,-128,53
2009,31,-76,-202,106
2010,29,-192,-66,78
2011,6,-204,-129,85
2012,-26,30,-158,153
2013,17,-46,-171,170
2014,54,-182,-100,167
2015,48,-223,-185,38
2016,99,-31,-231,27
