year,annual-precipitations
1987,766
1988,750
1989,596
1990,753
1991,605
1992,679
1993,868
1994,973
1995,670
1996,543
1997,650
1998,824
1999,886
2000,1141
2001,1000
2002,1038
2003,609
2004,676
2005,728
2006,739
2007,814
2008,804
2009,632
2010,645
2011,695
2012,904
2013,693
2014,926
2015,717
2016,782
