year,annual-frozen-days
1987,59
1988,24
1989,36
1990,25
1991,49
1992,28
1993,37
1994,20
1995,29
1996,61
1997,33
1998,31
1999,22
2000,21
2001,36
2002,19
2003,43
2004,38
2005,37
2006,45
2007,20
2008,27
2009,37
2010,60
2011,16
2012,28
2013,43
2014,8
2015,21
2016,18
