year,annual-hydric-deficit
1987,212
1988,248
1989,-58
1990,33
1991,-2
1992,19
1993,224
1994,291
1995,-54
1996,-150
1997,-60
1998,147
1999,162
2000,477
2001,312
2002,350
2003,-188
2004,-35
2005,38
2006,19
2007,145
2008,125
2009,-106
2010,-53
2011,-67
2012,222
2013,21
2014,205
2015,-44
2016,65
