year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1301,11,-180,2
1988,1209,12,-244,7
1989,1155,11,-51,2
1990,1156,11,-230,2
1991,1115,10,-311,3
1992,1190,11,-169,4
1993,1132,10,-392,3
1994,976,10,-316,0
1995,1182,11,-122,2
1996,1092,12,-261,4
1997,1257,9,-383,0
1998,982,11,-183,4
1999,1123,10,-327,5
2000,1037,12,-296,7
2001,1272,11,-202,1
2002,930,8,-149,8
2003,1310,11,-194,0
2004,1166,10,-283,8
2005,1214,10,-185,5
2006,1190,11,-181,0
2007,1269,11,-185,1
2008,1281,12,-150,0
2009,1271,13,-226,1
2010,1249,12,-196,1
2011,1316,10,-313,0
2012,1197,10,-271,7
2013,1249,11,-171,0
2014,1180,10,-153,0
2015,1064,11,-238,9
2016,1344,11,-135,0
2016
2017,1464,12,-330,3
2018,1280,13,-244,3
2019,1349,12,-164,1
2020,1165,11,-312,3
2021,1079,11,-407,5
2022,1362,12,-20,0
2023,1275,12,-308,3
2024,1433,12,-434,1
2025,1440,12,-244,0
2026,1353,13,-387,0
2027,1432,13,-380,4
2028,1202,11,-142,1
2029,1395,12,-425,1
2030,1354,12,-368,2
2031,1429,12,-306,1
2032,1194,12,-201,1
2033,1406,12,-139,1
2034,1308,13,-134,1
2035,1365,13,-221,0
2036,1520,12,-243,0
2037,1338,11,-161,2
2038,1414,13,-163,0
2039,1242,11,-179,2
2040,1381,13,-274,2
2041,1358,12,-316,1
2042,1374,12,-342,3
2043,1371,12,-158,4
2044,1376,12,-253,1
2045,1462,13,-264,0
2046,1406,12,-235,5

min,800,6
max,2300,16
steps,7,11
decimal


