year,annual-estival-days
1987,13
1988,7
1989,27
1990,23
1991,21
1992,14
1993,8
1994,24
1995,36
1996,18
1997,22
1998,14
1999,27
2000,15
2001,22
2002,12
2003,33
2004,21
2005,23
2006,34
2007,5
2008,16
2009,26
2010,19
2011,24
2012,20
2013,29
2014,17
2015,24
2016,21
