year,annual-precipitations
1987,712
1988,788
1989,455
1990,620
1991,565
1992,811
1993,745
1994,955
1995,679
1996,523
1997,708
1998,727
1999,819
2000,904
2001,833
2002,864
2003,667
2004,698
2005,681
2006,689
2007,809
2008,769
2009,631
2010,691
2011,618
2012,836
2013,677
2014,677
2015,716
2016,642
