year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,44,-79,-66,166
1988,242,-90,-137,122
1989,27,-145,-240,49
1990,112,-123,-271,146
1991,51,-98,-215,119
1992,-28,-80,-14,211
1993,-26,-39,-75,178
1994,64,-31,4,196
1995,189,-104,-146,-8
1996,25,-155,-191,117
1997,25,-1,-174,142
1998,25,-72,-128,158
1999,62,-102,-104,217
2000,21,-46,-21,226
2001,256,-125,-101,58
2002,87,-87,-50,197
2003,52,-135,-191,132
2004,87,-114,-105,110
2005,54,-93,-131,136
2006,44,-106,-143,152
2007,120,-43,-32,89
2008,78,-66,-144,168
2009,29,-116,-186,182
2010,80,-185,-128,180
2011,11,-213,-39,120
2012,-18,10,-141,259
2013,109,-131,-195,170
2014,64,-81,-121,59
2015,70,-140,-15,36
2016,160,-55,-231,47
