year,precipitation-winter,precipitation-spring,precipitation-summer,precipitation-fall
1987,131,159,177,244
1988,339,125,120,204
1989,131,114,66,143
1990,214,128,52,226
1991,133,136,85,211
1992,74,185,239,313
1993,83,205,184,274
1994,168,230,272,285
1995,302,137,153,87
1996,112,98,108,205
1997,119,256,101,232
1998,135,186,160,246
1999,159,158,193,309
2000,118,207,254,325
2001,348,141,189,154
2002,196,167,217,285
2003,162,157,133,215
2004,188,146,175,189
2005,142,164,151,224
2006,130,155,162,243
2007,218,195,233,165
2008,183,197,140,249
2009,116,140,109,266
2010,171,95,171,253
2011,104,77,227,210
2012,74,261,153,349
2013,185,115,112,264
2014,181,179,162,155
2015,167,140,276,134
2016,259,179,80,125
