year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1263,12,-318,6
1988,1271,12,-232,0
1989,1127,10,-238,3
1990,1141,11,-264,1
1991,1177,12,-423,0
1992,1333,12,-282,0
1993,1389,11,-442,0
1994,1449,12,-494,0
1995,1395,11,-178,0
1996,1103,11,-385,0
1997,1352,12,-428,0
1998,1250,12,-300,0
1999,1450,14,-444,0
2000,1279,12,-360,0
2001,1320,13,-262,0
2002,1357,13,-255,1
2003,1320,12,-266,0
2004,1258,11,-286,0
2005,1166,11,-277,0
2006,1197,11,-218,0
2007,1271,12,-210,0
2008,996,10,-237,1
2009,1074,11,-241,0
2010,1454,13,-335,1
2011,1245,12,-206,0
2012,1204,12,-258,1
2013,1224,12,-222,0
2014,1336,13,-327,1
2015,1252,12,-305,1
2016,1200,12,-227,1
2016
2017,1416,14,-249,0
2018,1437,13,-312,1
2019,1422,13,-285,0
2020,1445,13,-298,0
2021,1454,14,-422,0
2022,1397,13,-205,0
2023,1490,13,-559,1
2024,1432,13,-453,0
2025,1417,13,-373,1
2026,1455,12,-489,0
2027,1510,14,-484,0
2028,1623,13,-330,0
2029,1492,12,-458,1
2030,1289,12,-442,0
2031,1362,13,-204,0
2032,1507,13,-304,0
2033,1495,12,-315,0
2034,1320,12,-368,0
2035,1390,12,-309,0
2036,1484,14,-332,0
2037,1417,13,-328,2
2038,1507,13,-390,0
2039,1422,13,-356,0
2040,1432,11,-306,0
2041,1472,14,-376,0
2042,1472,12,-249,0
2043,1507,11,-319,0
2044,1508,13,-281,0
2045,1460,14,-321,0
2046,1526,13,-314,0

min,800,8
max,2300,18
steps,7,11
decimal
