year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,3.3,12.4,17.1,8.5
1988,7.0,12.3,16.4,9.2
1989,7.5,12.5,17.9,9.0
1990,8.6,12.4,17.4,8.9
1991,5.6,11.3,17.9,7.9
1992,6.2,12.9,17.0,8.7
1993,6.7,13.3,15.7,7.7
1994,7.6,12.7,17.2,10.3
1995,7.6,12.3,18.0,9.3
1996,5.4,12.1,16.4,7.9
1997,6.6,12.7,17.9,9.5
1998,7.4,13.1,16.8,8.7
1999,7.5,13.5,18.5,9.3
2000,7.1,13.4,17.4,9.7
2001,7.0,12.9,17.6,9.5
2002,8.2,13.3,16.9,10.2
2003,6.6,14.1,18.6,8.6
2004,6.6,12.8,17.6,9.1
2005,6.4,13.3,17.3,9.2
2006,4.9,13.2,18.8,10.4
2007,8.0,13.7,16.4,8.5
2008,7.3,13.2,16.5,8.3
2009,5.3,13.1,17.4,9.5
2010,4.9,12.2,17.3,7.1
2011,7.3,13.8,16.8,10.6
2012,6.2,12.4,16.9,9.4
2013,4.4,11.5,17.8,9.8
2014,8.0,13.2,17.5,10.5
2015,6.2,13.3,16.9,11.4
2016,6.6,12.7,18.3,8.4
