year,annual-hydric-deficit
1987,64
1988,136
1989,-309
1990,-136
1991,-143
1992,89
1993,38
1994,233
1995,-70
1996,-205
1997,-8
1998,-17
1999,73
2000,180
2001,88
2002,147
2003,-143
2004,-23
2005,-34
2006,-53
2007,133
2008,36
2009,-91
2010,-54
2011,-121
2012,111
2013,-48
2014,-79
2015,-49
2016,-79
