year,annual-frozen-days
1987,48
1988,19
1989,32
1990,16
1991,37
1992,27
1993,28
1994,14
1995,20
1996,41
1997,27
1998,30
1999,11
2000,16
2001,24
2002,11
2003,33
2004,29
2005,34
2006,31
2007,23
2008,28
2009,32
2010,51
2011,16
2012,28
2013,35
2014,7
2015,14
2016,24
