year,annual-estival-days
1987,0
1988,8
1989,14
1990,5
1991,8
1992,3
1993,0
1994,15
1995,13
1996,13
1997,24
1998,1
1999,9
2000,3
2001,11
2002,20
2003,13
2004,7
2005,10
2006,29
2007,10
2008,21
2009,16
2010,10
2011,12
2012,4
2013,11
2014,24
2015,11
2016,14
