year,annual-hydric-deficit
1987,-121
1988,-88
1989,-332
1990,68
1991,-253
1992,-104
1993,-76
1994,45
1995,-23
1996,-39
1997,-58
1998,286
1999,238
2000,305
2001,81
2002,199
2003,275
2004,184
2005,-31
2006,115
2007,148
2008,173
2009,76
2010,158
2011,113
2012,151
2013,-137
2014,61
2015,-10
2016,-118
