year,annual-frozen-days
1987,137
1988,126
1989,68
1990,67
1991,100
1992,63
1993,120
1994,91
1995,121
1996,140
1997,113
1998,109
1999,92
2000,73
2001,112
2002,98
2003,119
2004,123
2005,117
2006,112
2007,98
2008,77
2009,108
2010,157
2011,97
2012,112
2013,122
2014,67
2015,76
2016,96
